,Nuclide,Pn,Pn err,lam,lam err
222,Ge84,0.106,0.006,0.7280957778991022,0.008412871383287945
223,Ge85,0.162,0.018000000000000002,1.3946623351306746,0.016836969840611768
224,Ge86,0.45,0.15,3.1222845971168707,0.3094155907052754
225,Ge87,0.0,0.0,6.716542447286291,0.2277897147819963
226,Ge88,0.0,0.0,11.400447048683311,1.143794851923819
227,As84,0.0028100000000000004,0.00037999999999999997,0.17199681899750502,0.002560746684826377
228,As85,0.625,0.01,0.3426333072466363,0.0011855823780160426
229,As86,0.345,0.009000000000000001,0.734266081101637,0.007778242384551239
230,As87,0.154,0.022000000000000002,1.4321222738841846,0.10356256112798856
231,As88,0.0,0.0,2.7182242374899817,1.5456569193570482
232,Se86,0.0,0.0,0.04915937450779754,0.000697296092309185
233,Se87,0.006,0.0012,0.12268091691326465,0.00260561239461801
234,Se88,0.009899999999999999,0.001,0.45903786792049356,0.018239915281609016
235,Se89,0.078,0.025,1.575334501272603,0.21481834108262768
236,Se90,0.0,0.0,3.3007008598092633,1.25740985135591
237,Se91,0.21,0.1,2.567211779851649,0.4754095888614165
238,Br87,0.0253,0.001,0.012457713525520225,3.358477765686617e-05
239,Br88,0.0672,0.0027,0.04255047148925386,0.0002089648691921614
240,Br89,0.13699999999999998,0.006,0.15978496555093252,0.0008103433015492198
241,Br90,0.256,0.015,0.36271438019882013,0.0018980344332748306
242,Br91,0.304,0.013999999999999999,1.2741676113234288,0.02342219873756303
243,Br92,0.331,0.025,2.075290959760315,0.08698824382228865
244,Br93,0.64,0.07,4.560178819473324,0.2400094115512276
245,Br94,0.3,0.1,9.902102579427789,2.829172165550797
246,Kr91,0.0,0.0,0.08088065117385593,0.0003775059564707394
247,Kr92,0.000332,2.6e-05,0.3765058014991555,0.0016360925649067052
248,Kr93,0.0199,0.002,0.539834252772543,0.005045179932453674
249,Kr94,0.0111,0.0007000000000000001,3.285057727772253,0.07784496985242305
250,Kr95,0.0287,0.0018,6.080238425964432,0.16000627436748505
251,Kr96,0.037000000000000005,0.004,8.664339756999317,0.7581297287374401
252,Kr97,0.067,0.006,11.161790347181084,0.7189558999794579
253,Kr98,0.07,0.01,16.119701873487102,1.499507151022056
254,Kr99,0.11,0.07,18.733707582701225,5.569480632694959
255,Kr100,0.0,0.0,63.01338005090412,40.09942366875717
256,Rb91,0.0,0.0,0.011971453895681265,4.1352172351230625e-05
257,Rb92,0.00010899999999999999,7e-06,0.15403270679109896,0.0006845898079604399
258,Rb93,0.016,0.001,0.11848669753161459,0.0006076240899057158
259,Rb94,0.1039,0.0022,0.25634141292897383,0.0014220122758633903
260,Rb95,0.08800000000000001,0.004,1.8337226998940352,0.009702236507375847
261,Rb96,0.141,0.008,3.438230062301316,0.01705471261062161
262,Rb97,0.249,0.015,4.101462606863581,0.02426900950806853
263,Rb98,0.07204,0.009001088823025803,6.027366787477785,0.31447131065101486
264,Rb98_m1,0.07204,0.009001088823025803,7.2202831308327635,0.22563384783852386
265,Rb99,0.191,0.023,11.992165753632271,0.18672922453752672
266,Rb100,0.059,0.012041594578792296,13.59112118744991,0.5329851446058788
267,Rb101,0.28,0.05,22.00467239872842,3.143524628389774
268,Rb102,0.18,0.08,18.733707582701225,2.531582105770436
269,Rb103,0.0,0.0,27.72588722239781,12.199390377855034
270,Sr96,0.0,0.0,0.6484070912628114,0.007885212522372823
271,Sr97,0.0003,0.0002,1.6157276936129261,0.018831325100383756
272,Sr98,0.0023,0.0003,1.061481134088737,0.0032510907629057797
273,Sr99,0.00096,0.00016,2.576755318066711,0.01915803210458521
274,Sr100,0.0111,0.0021,3.453648134329573,0.022370416415687322
275,Sr101,0.0252,0.0025,6.027366787477785,0.052411885108502476
276,Sr102,0.055,0.02,9.627044174443686,1.0696715749381873
277,Sr103,0.0,0.0,13.07824868981029,2.467594092417036
278,Sr104,0.0,0.0,13.07824868981029,1.233797046208518
279,Sr105,0.0,0.0,17.773004629742186,2.278590337146434
280,Sr106,0.0,0.0,33.81205758829001,12.370264971325614
281,Y97,0.00057594,9.93e-05,0.18533347073795328,0.0024777201970314607
282,Y97_m1,0.0003972,0.0003972,0.5924334876580729,0.015190602247642897
283,Y97_m2,0.0,0.0,5.022805656231487,0.5459571365469007
284,Y98,0.0033,0.0003,1.264867117810119,0.004616303349671966
285,Y98_m1,0.03096,0.009216078341680914,0.2987703364482523,0.01030242539476732
286,Y99,0.0197,0.003,0.46897644151552453,0.0022211333495322544
287,Y100,0.0051,0.0006,0.9469223778141329,0.006468049028785061
288,Y100_m1,0.0051,0.0006,0.7373906176169631,0.02353374311543499
289,Y101,0.019799999999999998,0.002,1.6045073624072808,0.0445696489557578
290,Y102_m1,0.06,0.017,1.7503716680806698,0.1591246970982427
291,Y102,0.04,0.015,2.3104906018664844,0.07701635339554948
292,Y103,0.081,0.02,2.937064324406548,0.19912300504451172
293,Y104,0.34,0.1,3.2695621724525723,0.3084492615521295
294,Y105,0.41,0.41,6.570115455544506,0.4670698191145383
295,Y106,0.0,0.0,8.202925213727163,0.7280702852420559
296,Y107,0.0,0.0,20.690960613729708,1.8529218460056454
297,Y108,0.0,0.0,23.104906018664845,3.850817669777474
298,Y109,0.0,0.0,27.72588722239781,5.545177444479561
299,Zr103,0.005,0.005,0.5022805656231488,0.02620594255425124
300,Zr104,0.005,0.005,0.7534208484347231,0.022930199734969833
301,Zr105,0.01,0.01,1.04076153237229,0.04375574009973592
302,Zr106,0.035,0.035,3.9608410317711162,0.15843364127084467
303,Zr107,0.115,0.115,4.620981203732969,0.09241962407465938
304,Zr108,0.0,0.0,8.829900389298666,0.22496561501397874
305,Zr109,0.0,0.0,12.377628224284736,0.6630872263009681
306,Zr110,0.0,0.0,18.483924814931875,0.9858093234630334
307,Zr111,0.0,0.0,28.881132523331054,6.016902609027303
308,Zr112,0.0,0.0,17.328679513998633,8.664339756999317
309,Nb103,0.0,0.0,0.5096670445293715,0.02623286258607059
310,Nb104,0.0006,0.0003,0.14145860827753984,0.011547641492044068
311,Nb104_m1,0.0005,0.0003,0.7072930413876993,0.05052093152769281
312,Nb105,0.017,0.009000000000000001,0.23819490740891588,0.005729774405025468
313,Nb106,0.045,0.003,0.6394346684132336,0.012387571989555264
314,Nb107,0.07400000000000001,0.01,2.415146970592144,0.09256660862896719
315,Nb108,0.063,0.005,3.6101415654163818,0.11281692391926193
316,Nb109,0.31,0.05,6.134045845663232,0.5971195070999606
317,Nb110,0.2,0.08,9.241962407465937,0.12322616543287918
318,Nb110_m1,0.2,0.08,7.373906176169631,0.7060122934630496
319,Nb111,0.0,0.0,12.836058899258246,0.4754095888614166
320,Nb112,0.0,0.0,18.240715277893297,0.9600376462049104
321,Nb113,0.0,0.0,21.66084939249829,2.7076061740622865
322,Nb114,0.0,0.0,40.77336356234972,11.992165753632271
323,Nb115,0.0,0.0,30.136833937388925,10.482377021700497
324,Mo109,0.013000000000000001,0.006,1.0016577753756435,0.037634540693304526
325,Mo110,0.02,0.006999999999999999,2.415146970592144,0.08415146238997018
326,Mo111,0.06,0.06,3.7265977449459426,0.18031924572319075
327,Mo111_m1,0.0,0.0,3.465735902799726,1.732867951399863
328,Mo112,0.0,0.0,5.545177444479562,0.2218070977791825
329,Mo113,0.0,0.0,8.664339756999317,0.2166084939249829
330,Mo114,0.0,0.0,11.95081345793009,0.41209701579069274
331,Mo115,0.0,0.0,15.234003968350446,0.6696265480593603
332,Mo116,0.0,0.0,21.66084939249829,2.7076061740622865
333,Mo117,0.0,0.0,31.50669002545206,7.160611369420923
334,Mo118,0.0,0.0,33.81205758829001,9.071527645638783
335,Tc109,0.0008,0.0002,0.7788170568089273,0.061255274131039227
336,Tc110,0.0004,0.0002,0.7608640840394569,0.011692752114766627
337,Tc111,0.0085,0.002,2.357643471292331,0.16038390961172322
338,Tc112,0.017,0.004,2.272613706753919,0.0745119248116039
339,Tc113,0.021,0.003,4.560178819473324,0.2400094115512276
340,Tc114,0.006500000000000001,0.004,7.701635339554948,1.7114745199010994
341,Tc114_m1,0.006500000000000001,0.004,6.931471805599452,1.3862943611198904
342,Tc115,0.19,0.05,8.886502314871093,0.22785903371464344
343,Tc116,0.17,0.07,12.160476851928864,0.6400250974699402
344,Tc117,0.0,0.0,15.576341136178547,1.0500904136749583
345,Tc118,0.0,0.0,23.104906018664845,3.0806541358219794
346,Tc119,0.0,0.0,31.50669002545206,4.296366821652554
347,Tc120,0.0,0.0,33.00700859809263,7.858811570974435
348,Tc121,0.0,0.0,31.50669002545206,8.592733643305108
349,Ru114,0.0,0.0,1.2765141446776156,0.11754273892059075
350,Ru115,0.0,0.0,2.1797081149683812,0.13023413265534353
351,Ru115_m1,0.0,0.0,9.120357638946649,0.7200282346536828
352,Ru116,0.004,0.004,3.414518130837169,0.10092171815282273
353,Ru117,0.024,0.01,4.560178819473324,0.09000352933171035
354,Ru118,0.023,0.023,7.001486672322679,0.21216626279765693
355,Ru119,0.06,0.05,10.016577753756435,0.2894964668715733
356,Ru120,0.06,0.03,15.403270679109896,0.6845898079604398
357,Ru121,0.13,0.04,23.104906018664845,2.3104906018664844
358,Ru122,0.0,0.0,27.72588722239781,1.1090354888959124
359,Ru123,0.0,0.0,36.481430555786595,3.8401505848196416
360,Ru124,0.0,0.0,46.20981203732969,9.241962407465937
361,Rh115,0.0,0.0,0.6729584277281022,0.019600730904702008
362,Rh116,0.00525,0.00525,1.0045611312462976,0.07279428487292013
363,Rh116_m1,0.00525,0.00525,1.2160476851928865,0.10667084957832339
364,Rh117,0.038,0.038,1.6503504299046317,0.15717623141948875
365,Rh118,0.021,0.009000000000000001,2.4235915404193893,0.08474096295172691
366,Rh119,0.034,0.009000000000000001,3.6674453997880705,0.11642683808851016
367,Rh120,0.07200000000000001,0.016,5.2116329365409415,0.19592605024590004
368,Rh121,0.134,0.008,9.495166856985552,0.2601415577256316
369,Rh122,0.113,0.006999999999999999,13.253292171318266,0.38011354219842064
370,Rh123,0.242,0.013999999999999999,16.42528863886126,0.7006047286718073
371,Rh124,0.28,0.05,22.00467239872842,1.6066903656214402
372,Rh125,0.0,0.0,26.15649737962058,1.9740752739336285
373,Rh126,0.0,0.0,36.481430555786595,5.7602258772294626
374,Rh127,0.0,0.0,26.15649737962058,13.325008099051992
375,Pd119,0.0,0.0,0.7534208484347231,0.09008292753023862
376,Pd120,0.0,0.0,1.4088357328454173,0.09449507964207068
377,Pd121,0.0085,0.0085,2.3901626915860184,0.008241940315813857
378,Pd122,0.011000000000000001,0.011000000000000001,3.5546009259484372,0.09114361348585737
379,Pd123,0.013999999999999999,0.003,6.244569194233741,0.1687721403846957
380,Pd124,0.0089,0.002,7.373906176169631,0.2353374311543499
381,Pd125,0.037000000000000005,0.004,10.813528557877461,0.2867862488048624
382,Pd126,0.049,0.009000000000000001,14.203835667211992,0.23284976503626217
383,Pd127,0.09,0.03,18.240715277893297,0.9600376462049104
384,Pd128,0.1,0.07,19.25408834888737,2.6741789373454687
385,Pd129,0.0,0.0,22.359586469675655,5.048938880249342
386,Ag120,5e-06,5e-06,0.7373906176169631,0.07844581038478332
387,Ag120_m1,5e-06,5e-06,0.4560178819473324,0.021000823510732416
388,Ag120_m2,3.1500000000000003e-06,3.1500000000000003e-06,1.575334501272603,0.17901528423552307
389,Ag121,0.0008,0.00013,0.8920813134619631,0.013777317582424137
390,Ag122,0.0009281399999999999,5.988e-05,1.310297127712562,0.04706171158135855
391,Ag122_m1,0.0009299999999999999,6e-05,3.465735902799726,0.8664339756999315
392,Ag123,0.0085,0.0015,2.3104906018664844,0.06161308271643959
393,Ag124,0.0115,0.011000000000000001,3.6290428301567816,0.5320062787664392
394,Ag124_m1,0.006500000000000001,0.009000000000000001,4.813522087221843,0.6685447343363672
395,Ag125,0.012,0.002,3.9383362531815074,0.06713073158832115
396,Ag125_m1,0.046,0.01,4.3594162299367625,0.5757719548973084
397,Ag126,0.0,0.0,13.32975347230664,2.5634141292897388
398,Ag126_m1,0.038,0.002,6.755820473293814,0.09218468482077329
399,Ag127,0.055,0.002,7.779429635914089,0.07858009733246554
400,Ag127_m1,0.0,0.0,10.268847119406596,0.13691796159208794
401,Ag128,0.09300000000000001,0.005,10.518166624581871,0.38305917904395276
402,Ag129,0.179,0.013999999999999999,13.32975347230664,0.7690242387869216
