Ag120,157682819668.0075
Ag120_m1,155543079576.53543
Ag121,918065051954.5306
Ag122,118881339596.3259
Ag122_m1,118553316250.67166
Ag123,97752971353.00253
Ag124,195796875854.60367
Ag125,588694.8911108049
Ag126,167968.76454724415
Ag127,55880.10730745391
Ag128,4404.251345793153
Ag129,1.0211972080618335
Ag130,2333568653.3494964
Al31,1.9095835643218654e-200
Al32,6.288675877342114e-194
As84,70364821635474.51
As85,43355760223940.66
As86,9022079366035.041
As87,17992394849727.9
As88,43973297826389.02
Ba147,86778865966150.25
Ba148,7897928733550.427
Ba149,367199025012.36633
Ba150,17844259788.992523
Ba151,290736744.011412
Ba152,5291566.483307552
Ba153,13218.455081189231
Be11,9.16895958643e-312
Br87,453440804421905.75
Br88,494667915411258.5
Br89,370477412677058.9
Br90,196929236203768.9
Br91,79627197315728.64
Br92,9520390161547.78
Br93,1090326918554.617
Br94,58450743739.22293
Cd126,2875248813879.793
Cd127,2900382655379.9604
Cd128,1262700362323.0974
Cd129,289353155.0846502
Cd130,31134466448001.113
Cd131,4850018990544.731
Cd132,7.973253596767283
Ce153,607280000950.145
Ce154,32475671259.77097
Ce155,907370514.2274586
Ce156,20379038.515038982
Ce157,163046.53567926446
Co66,10000400.516245151
Co67,71203918.65620086
Co68,87735406.91940804
Co69,115438597.1591117
Co70,73977015.8918415
Co71,52198415.52534815
Co72,20398345.558247488
Co73,7716143.552456825
Co74,1039161.8432548412
Co75,132418.69796415887
Cr66,788.8004697093982
Cs141,1039472385179291.5
Cs142,811881226048787.1
Cs143,499986448332140.44
Cs144,148781854808715.2
Cs145,26919631907568.773
Cs146,2716614517253.642
Cs147,794956383253.1992
Cs148,4642815753.598823
Cs149,127044037.7797516
Cs150,697260.564917499
Cs151,3318.0129175381912
Cu73,16789903230.984903
Cu74,24302793595.03788
Cu75,35980999172.65401
Cu76,29478936554.4017
Cu77,15834712070.34721
Cu78,3875713721.0280924
Cu79,2.5748508696907346
Cu80,18621233.127061814
Cu81,0.005884387894642711
Eu165,13791117.482668392
Eu166,891585.211545657
Eu167,79508.85987512984
F22,9.272098249742122e-250
Fe65,374.6042186555315
Fe66,13380748.456025012
Fe67,24443618.377822123
Fe68,13910399.083009936
Fe69,4314944.486775212
Fe70,1144445.3972084906
Fe71,170074.51482487313
Fe72,2.2038150533734817
Ga79,6097853327229.036
Ga80,4171428340259.769
Ga81,2913328361377.688
Ga82,2229161853409.2383
Ga83,68254325879.843216
Ga84,3906104776803.5605
Ga85,205876782.95090702
Ga86,11350377386.969025
Gd169,42385.82226327997
Ge83,17070087815407.688
Ge84,6799348484111.396
Ge85,758339662292.4631
Ge86,222097179485026.6
Ge87,778027620087.1036
Ge88,18296210964.069935
I137,934928676812675.0
I138,507664904854927.75
I139,274928549053298.12
I140,48720869467268.38
I141,14474176147660.422
I142,2079840826883.7952
I143,6608261600.591033
I144,554243498.0304809
I145,293379.0756623932
In127,14672613451626.986
In127_m1,2229324931383.49
In128,4686191575192.218
In128_m1,4681515213958.036
In129,9809675785739.693
In129_m1,9028182927151.574
In130,1319113834593.5476
In130_m1,1117704886382.194
In130_m2,1117704886382.1921
In131,1995681826960.6494
In131_m1,1977190282853.4287
In132,2210600063793.4204
In133,60640698216.767365
In134,1229428058.442962
In135,2562469.392921403
K48,3.539299529467014e-120
Kr100,363145874.09861207
Kr91,1125174840890923.9
Kr92,590884300754333.5
Kr93,173268695892650.06
Kr94,30824824400274.863
Kr95,2542895460534.45
Kr96,13335344917760.41
Kr97,10443338494.698544
Kr98,571317051965.1628
Kr99,423907.9920143814
La147,229369529353065.44
La148,119819734059017.06
La149,28454295960852.152
La150,3712026735158.4653
La151,365774570429.8871
La152,16118063010.33535
La153,504922346.1043916
La154,5185043.291033087
La155,10470.625159751493
Li9,5.065220786055132e-303
Mn66,253298.25809898102
Mn67,188298.35004215763
Mn68,23022.29500367722
Mn69,2692.4906106414087
Mo109,5527093248823.061
Mo110,1381708762083.1526
Mo111,80900373793.00943
Mo112,3428887537.49739
Mo113,39384957.86085034
Mo114,1551687.6623377295
Mo115,836.4540292516378
N17,4.0353828106018116e-275
N18,2.329124812248727e-273
Nb103,502619187067042.0
Nb104,101687462242197.67
Nb104_m1,101590400478269.95
Nb105,49462798412791.336
Nb106,5605234906251.463
Nb107,822485998566.478
Nb108,31940572942.852837
Nb109,171621297335.5566
Nb110,5426617495.786244
Nb111,28222724.187030267
Nb112,876789.8425645173
Nb113,446.71845085824054
Nd158,18489897435.727924
Nd159,630281291.9573456
Nd160,17941689.07579152
Nd161,219209.06155880704
Ni72,2708122976.0705094
Ni73,2539318937.963398
Ni74,1630678164.4852717
Ni75,544646466.175438
Ni76,178317462.89663514
Ni77,19823106.9498213
Ni78,1779093.764609584
P36,1.9529923824757122e-173
Pd119,154930714604.26312
Pd120,964423473902.8636
Pd121,16810885901.46687
Pd122,1692067224.0023892
Pd123,141735929.00134462
Pd124,95136063.07870041
Pd125,4.085725697085268e-09
Pd126,7.844914675503741e-85
Pm159,37766648079.89961
Pm160,2690040341.110679
Pm161,156728845.74721277
Pm162,2417549.5067703305
Pm163,64600.954474706756
Pr153,13097856036062.027
Pr154,1789304618693.9175
Pr155,239676003574.632
Pr156,14492077066.318499
Pr157,587357687.5789973
Pr158,13283794.042090897
Pr159,172546.2640548006
Rb100,12184824445732.418
Rb101,546644889.9616709
Rb102,512618.4638715949
Rb91,793321951351229.8
Rb92,1116577339330313.6
Rb93,1093288771286061.0
Rb94,558418169903666.4
Rb95,271666896383369.88
Rb96,59928763577315.87
Rb97,13457616394438.35
Rb98,844066765263.2561
Rb99,16410301320.749945
Rh115,1292679506590.989
Rh116,309433311102.76526
Rh117,165447548197.56763
Rh118,12898703804.602127
Rh119,659725385.2372011
Rh120,846606609.2320662
Rh121,5104114.530451087
Rh122,100788.94299798546
Rh123,2984.0990845100887
Ru114,614292149286.9042
Ru115,91479260007.18153
Ru116,8732555520.648949
Ru117,892588314.8438594
Ru118,24495939.545299295
Ru119,232256.71723613562
Ru120,107390.99429397364
Sb134,127584043612382.56
Sb134_m1,127710193519449.5
Sb135,51716998250890.92
Sb136,4092270169311.2964
Sb137,26449116994314.4
Sb138,13903752204.11703
Sb139,495695119.2691405
Se86,297987310121007.25
Se87,260745185242260.22
Se88,95649433925682.27
Se89,17271829806711.658
Se90,4503056708597.717
Se91,236579297700.41437
Sm163,48815219.35416198
Sm164,2152274.2899715533
Sm165,90802.1600243796
Sn133,49070267795845.17
Sn134,6302528839973.972
Sn135,223151939523.7539
Sn136,5577611351.35661
Sn137,6600585783.133361
Sr100,3034413363633.3164
Sr101,1587690243218.144
Sr102,60904067209.05211
Sr103,724269602.329501
Sr104,45771605.27402419
Sr105,1.3686549008541557e-11
Sr96,1271298328197794.5
Sr97,612264724115792.6
Sr98,287722006903814.75
Sr99,47387420123152.1
Tb169,1450325.4059966384
Tb170,80785.96610880231
Tb171,10391.499061212753
Tc109,4797212682582.816
Tc110,4149648982736.912
Tc111,1596574612749.603
Tc112,243807832652.06003
Tc113,49600272226.55131
Tc114,2484631742.3649807
Tc115,31778767.724422675
Tc116,2227931.8149469136
Tc117,308592.2208553649
Tc118,207.1565732962403
Te136,469679074314395.6
Te137,139843270864833.81
Te138,23580515895826.17
Te139,2369731847954.3926
Te140,6012187343571.525
Te141,11507042286.186232
Te142,734748852.0857692
Tl209,7.2270745603610405e-56
Tl210,8.270180981574804e-64
Xe141,434452620521373.5
Xe142,154684536741494.7
Xe143,18820821467522.297
Xe144,2154946593460.084
Xe145,25407138213.732525
Xe146,3769955754.668861
Xe147,630201227.7543093
Y100,202058690370227.88
Y101,98932982592208.98
Y102,95309908352336.61
Y103,917343459942.5056
Y104,201515855531.38608
Y105,164862.8553996186
Y106,1.7520423205766535
Y107,0.21754339431416364
Y108,0.00032172110359129593
Y97,560744347213578.7
Y97_m1,559588881221121.6
Y98,394178598290702.5
Y98_m1,394250031646082.6
Y99,694710060618557.0
Zn78,1270148110871.3455
Zn79,583778514320.4614
Zn80,86132558226.38823
Zn81,43.099873733537024
Zn82,3786674914.7981825
Zn83,22082134.798459876
Zr103,177739188677032.78
Zr104,29494550279742.848
Zr105,41238158066683.66
Zr106,596985868.1017911
Zr107,55215213.752241306
Zr108,109323.45901976095
Zr109,136331642.6528165
Zr110,3282680.9360724827
