,Half-life [s],Group,Data Source
0,55.040731491500935,1,Pulse
1,23.38861939347925,2,Pulse
2,11.264356617800612,3,Pulse
3,3.809727431124047,4,Pulse
4,1.570300628450036,5,Pulse
5,0.26690179276970366,6,Pulse
6,55.55767567100042,1,Static
7,24.101647540028804,2,Static
8,14.159623124872375,3,Static
9,4.376231006108007,4,Static
10,1.6507694069897938,5,Static
11,0.37077313590713673,6,Static
12,55.55767567100042,1,Static-Pulse
13,24.101647540028804,2,Static-Pulse
14,14.159623124872375,3,Static-Pulse
15,4.376231006108007,4,Static-Pulse
16,1.570300628450036,5,Static-Pulse
17,0.26690179276970366,6,Static-Pulse
