,Half-life [s],Group,Data Source
0,55.040729055304894,1,Pulse
1,23.38861239219173,2,Pulse
2,11.264365717866482,3,Pulse
3,3.809725408587089,4,Pulse
4,1.570298439691112,5,Pulse
5,0.266902142003854,6,Pulse
6,55.55926871809126,1,Static
7,24.08541702272293,2,Static
8,14.189223960777435,3,Static
9,4.3719564964734685,4,Static
10,1.648023740793815,5,Static
11,0.37020147387754127,6,Static
12,55.55926871809126,1,Static-Pulse
13,24.08541702272293,2,Static-Pulse
14,14.189223960777435,3,Static-Pulse
15,4.3719564964734685,4,Static-Pulse
16,1.570298439691112,5,Static-Pulse
17,0.266902142003854,6,Static-Pulse
