,Half-life [s],Group,Data Source
0,55.040727325391224,1,Pulse
1,23.38860631748886,2,Pulse
2,11.264380169292942,3,Pulse
3,3.8097250842672463,4,Pulse
4,1.570297526481909,5,Pulse
5,0.2669023685533826,6,Pulse
6,55.56122478204052,1,Static
7,24.051783921843928,2,Static
8,14.29981355586941,3,Static
9,4.370104901187769,4,Static
10,1.6449727219728605,5,Static
11,0.3693488734968056,6,Static
12,55.56122478204052,1,Static-Pulse
13,24.051783921843928,2,Static-Pulse
14,14.29981355586941,3,Static-Pulse
15,4.370104901187769,4,Static-Pulse
16,1.570297526481909,5,Static-Pulse
17,0.2669023685533826,6,Static-Pulse
