,Half-life [s],Group,Data Source
0,55.04069710495914,1,Pulse
1,23.38856649644787,2,Pulse
2,11.264150113572633,3,Pulse
3,3.809651731760803,4,Pulse
4,1.5702428310686356,5,Pulse
5,0.2669074867758763,6,Pulse
6,55.556049609361715,1,Static
7,24.035679156952963,2,Static
8,14.260606981855766,3,Static
9,4.385924237748444,4,Static
10,1.6570096627127058,5,Static
11,0.3727478411644361,6,Static
12,55.556049609361715,1,Static-Pulse
13,24.035679156952963,2,Static-Pulse
14,14.260606981855766,3,Static-Pulse
15,4.385924237748444,4,Static-Pulse
16,1.5702428310686356,5,Static-Pulse
17,0.2669074867758763,6,Static-Pulse
