,Half-life [s],Group,Data Source
0,55.04072697929495,1,Pulse
1,23.388605862266285,2,Pulse
2,11.264377543781917,3,Pulse
3,3.8097242543358307,4,Pulse
4,1.5702969136423108,5,Pulse
5,0.2669024254026638,6,Pulse
6,55.474854159167,1,Static
7,23.67355901135648,2,Static
8,12.211094948651043,3,Static
9,3.724314387510201,4,Static
10,1.454695475157485,5,Static
11,0.3579225355879904,6,Static
12,55.474854159167,1,Static-Pulse
13,23.67355901135648,2,Static-Pulse
14,12.211094948651043,3,Static-Pulse
15,3.724314387510201,4,Static-Pulse
16,1.5702969136423108,5,Static-Pulse
17,0.2669024254026638,6,Static-Pulse
