Ag120,5146258945.667425
Ag120_m1,176872931.51757205
Ag121,2587077304.6546483
Ag122,226409293.43439868
Ag122_m1,84393562.00317964
Ag123,104378861.78689212
Ag124,120009422.32069238
Ag125,348.135925198716
Ag126,64.21113553670325
Ag127,21.75792096599478
Ag128,0.9188798997947745
Ag129,0.00016968830693532842
Ag130,420709.2461507293
Al31,3.780949152211952e-136
As84,1181466593902.4365
As85,398728096982.1246
As86,735509091362.2943
As87,37245137901.81572
As88,17596207040.890537
Ba147,277011006420.8547
Ba148,17162019617.46806
Ba149,448834268.1903714
Ba150,19026615.9988102
Ba151,267755.132231495
Ba152,4291.942714136405
Ba153,7.442226840926156
Be11,5.89613246207582e-221
Br87,143141672068657.34
Br88,35305821504290.16
Br89,6021179853516.595
Br90,1370968258741.064
Br91,153359626472.77063
Br92,11619829690.254784
Br93,397702960.4378767
Br94,14681509.640944432
Cd126,5256519376.18455
Cd127,3812052352.639556
Cd128,1256883156.1973066
Cd129,2042151.6107114907
Cd130,17970877124.663136
Cd131,1183752780.8856966
Cd132,0.014039993034495123
Ce153,2109642637.2296035
Ce154,89307127.72703227
Ce155,1517370.7345738637
Ce156,26712.50954810767
Ce157,140.79742569537163
Co66,16763.624599629176
Co67,144572.2346985841
Co68,71966.80351625211
Co69,93724.66197145334
Co70,31908.553191894505
Co71,14822.538697729795
Co72,4393.146180570419
Co73,1145.0320436694244
Co74,113.70412959854642
Co75,16.365799976692387
Cr66,0.030447430460320085
Cs141,129325999410786.27
Cs142,5775471206619.026
Cs143,3293942929552.427
Cs144,532104073719.65924
Cs145,56134731967.91393
Cs146,3103019125.029521
Cs147,650889134.9640608
Cs148,2416544.7332021636
Cs149,22904.234635736564
Cs150,125.70617289518957
Cs151,0.598190576931242
Cu73,287746906.7694992
Cu74,161173672.69355083
Cu75,158457449.15451434
Cu76,68648661.61159849
Cu77,26383279.272915903
Cu78,4614628.521385993
Cu79,0.008762175665020225
Cu80,11275.987442729529
Cu81,3.0361694117456265e-06
Eu165,113187.32795387245
Eu166,1266.6270334104265
Eu167,56.59935347771311
F22,9.871493909189889e-176
Fe65,80.4323999854398
Fe66,21259.5730433846
Fe67,36397.567913147825
Fe68,9272.81299582055
Fe69,1681.140972907591
Fe70,384.7743572691438
Fe71,17.404291128820283
Fe72,1.3549725394730576e-05
Ga79,67353354592.44359
Ga80,25295904453.30145
Ga81,12579589798.427982
Ga82,4744243334.693853
Ga83,74757817.23858933
Ga84,1188689969.5887227
Ga85,35657.58489405956
Ga86,1201734.2827770326
Gd169,150.34259049612092
Ge83,115957420216.78775
Ge84,34107397804.33451
Ge85,1455400365.1157348
Ge86,75459340579.4762
Ge87,388413077.6577735
Ge88,4335915.159600271
I137,92011006941846.36
I138,11671280039061.008
I139,2242081225742.993
I140,166538707111.50616
I141,22118506448.96999
I142,1643216819.1228442
I143,6952402.267019421
I144,382759.59535220644
I145,132.94778717674845
In127,67969258582.52097
In127_m1,28986899199.03471
In128,17686741995.77052
In128_m1,11959871697.071964
In129,23597016572.368454
In129_m1,39381859487.163925
In130,35636609150.20371
In130_m1,2142410451.1220489
In130_m2,2142410451.1220486
In131,3517871627.6792755
In131_m1,2458535257.575784
In132,1628480548.8512905
In133,35646126.94482952
In134,613764.7987108801
In135,843.368503334523
K48,5.883708944125876e-79
Kr100,10170.205123156908
Kr91,36487132532076.625
Kr92,3910471104131.686
Kr93,794076390630.8411
Kr94,23260336445.884117
Kr95,1035319909.4755938
Kr96,3821949273.779568
Kr97,2363882.993923314
Kr98,94902397.02147152
Kr99,41.879036349023664
La147,4553812259237.003
La148,570554369590.767
La149,107330726019.27847
La150,11378710930.747883
La151,1010404369.3815204
La152,25819260.90256086
La153,613545.4420401636
La154,4205.542954313967
La155,6.8599746111799265
Mg32,6.137150640773371e-140
Mn66,58.41132812805356
Mn67,31.94578375525885
Mn68,2.3559480885883812
Mn69,0.14202896275014146
Mo109,10623006560.994116
Mo110,1477922625.1752732
Mo111,57591375.40289488
Mo112,3498300.9161691214
Mo113,14079.088245039304
Mo114,444.70908492024546
Mo115,0.27532030866356594
N17,5.64134434721942e-191
N18,1.025699635093081e-238
Na27,3.080538114656146e-174
Na28,3.211989328655584e-199
Nb103,3622793870913.275
Nb104,2278873608004.1353
Nb104_m1,338739465038.7302
Nb105,947873265865.6562
Nb106,18493213404.611145
Nb107,877035984.3762792
Nb108,21950184.952509433
Nb109,116175356.49329674
Nb110,3287899.3367224215
Nb111,8088.54803106132
Nb112,217.1068462250686
Nb113,0.04887951979344872
Nd158,87325985.87023914
Nd159,1728918.5801668316
Nd160,37461.64497603878
Nd161,380.0928421086048
Ni72,15185395.30894003
Ni73,7589122.915083839
Ni74,3937029.8745550513
Ni75,1160047.962913343
Ni76,150951.12780160696
Ni77,4346.529352263078
Ni78,699.0268977075668
P36,4.186372349997597e-122
Pd119,507690210.3447797
Pd120,1713355384.3534322
Pd121,17035629.30785409
Pd122,1054662.7642251204
Pd123,122999.78519315516
Pd124,13106.348700096385
Pd125,2.933956597854495e-11
Pm159,200146914.80693665
Pm160,14988915.262888245
Pm161,592841.8690926672
Pm162,2302.7008318070502
Pm163,45.98699578163321
Pr153,207737003130.54596
Pr154,14854069645.593626
Pr155,727157578.013286
Pr156,37743204.52574653
Pr157,1246913.4842055412
Pr158,6358.599918027636
Pr159,65.04383124922879
Rb100,2239985045.268978
Rb101,63686.90009813803
Rb102,68.80414459125885
Rb91,402711296883430.25
Rb92,27337012827211.555
Rb93,26115451888637.516
Rb94,5641053667264.544
Rb95,368413132884.6767
Rb96,52537454061.11468
Rb97,8153681960.195233
Rb98,546355325.2766955
Rb99,3200764.802857714
Rh115,4860311108.4706335
Rh116,767661449.3089563
Rh117,259881035.6644488
Rh118,12221740.214498278
Rh119,401971.28019618103
Rh120,410697.9838451467
Rh121,2747.089000561739
Rh122,38.88680610524309
Rh123,0.5263589237804679
Ru114,1137921612.993992
Ru115,240254046.8382822
Ru116,6341520.622301881
Ru117,452041.86022104754
Ru118,10753.346634982472
Ru119,134.05715527049512
Ru120,57.037812636234676
Sb134,368135707778.46063
Sb134_m1,4534176563668.606
Sb135,307920863433.3111
Sb136,13419452384.04392
Sb137,42261488107.4251
Sb138,8320795.563847325
Sb139,224627.95730223577
Se86,22485945052187.71
Se87,5642896445915.724
Se88,660018784674.1987
Se89,25149911369.75796
Se90,2583603721.5548086
Se91,227100942.83620888
Sm163,302947.63172635
Sm164,9357.938274403039
Sm165,246.1316025365082
Sn133,254050260091.20853
Sn134,23471866157.68188
Sn135,419828055.63476944
Sn136,4958815.643378464
Sn137,4464785.43674735
Sr100,8078331556.549541
Sr101,668989455.3091233
Sr102,15080889.020518092
Sr103,176773.77875762517
Sr104,7116.623134442634
Sr105,1.8632521083910077e-14
Sr96,5077013851350.471
Sr97,948350411344.9034
Sr98,669556322900.8618
Sr99,49221475283.25752
Tb169,10584.336647049679
Tb170,858.9548038848449
Tb171,18.44530508619805
Tc109,31845340684.920662
Tc110,18061735682.51988
Tc111,1728880732.5728793
Tc112,246075084.5339549
Tc113,28298672.20791372
Tc114,1329246.4168284151
Tc115,8319.610863123955
Tc116,717.4722758031813
Tc117,44.69988310399829
Tc118,0.04909290104188116
Te136,30625218514331.098
Te137,1234406276429.8396
Te138,117124557386.733
Te139,2921446197.935194
Te140,6495739385.6485405
Te141,8721560.73159535
Te142,523039.53567318455
Tl209,5.157039306205239e-22
Tl210,4.305315714616294e-29
Xe141,2741588348224.3564
Xe142,679094324589.5922
Xe143,20068498301.18415
Xe144,8790576982.690292
Xe145,17005967.57901656
Xe146,4941595.715901024
Xe147,225280.11386881428
Y100,556170259604.2683
Y101,160557090071.54123
Y102,121964162702.13873
Y103,751130632.509991
Y104,129195103.64494386
Y105,51.92312332352898
Y106,0.00041522405305304477
Y107,2.3803428888168838e-05
Y108,5.5729131559877225e-08
Y97,14496313628594.508
Y97_m1,2705806046001.838
Y98,1326583315111.1306
Y98_m1,2795536249028.2446
Y99,3888651999491.965
Zn78,6633539110.758313
Zn79,2060352220.4242322
Zn80,165113415.8101621
Zn81,0.249226933232599
Zn82,709520.4650946679
Zn83,3433.356365059264
Zr103,823347018964.0565
Zr104,126336380907.10754
Zr105,87813766082.07994
Zr106,573067.9700789631
Zr107,29521.74054408897
Zr108,31.331782181125043
Zr109,56948.28775765184
Zr110,1150.2043793109729
