Ag120,5060914251.712092,28508877.928762276,101770.76321829781,363.2659597907096,1.2966607503203742,0.004628369535033431,1.652074727142987e-05,5.897003001608562e-08,2.1049074735933926e-10,7.513368182415284e-13,2.6818614192176597e-15,9.572778143258863e-18,3.4169581143677006e-20,1.219667120726621e-22,4.353544397066275e-25,1.5539771873112101e-27,5.5468484490727945e-30,1.979921453687307e-32,7.067236465468138e-35,2.5226168020870693e-37,9.00436197552711e-40,3.2140646379283115e-42,1.1472452490090525e-44,4.0950379337181177e-47,1.4617045215985934e-49,5.2174855106210236e-52,1.862356902595388e-54,6.647595332242441e-57,2.37282787416673e-59,8.46969744550218e-62,3.0232186497529968e-64,1.0791236715389442e-66,3.851881168339689e-69,1.3749108583496115e-71,4.907679613653528e-74,1.7517731454373363e-76,6.252871814488547e-79,2.231933171841396e-81,7.96678043522863e-84,2.8437047893677658e-86,1.0150470437611738e-88,3.6231626605565e-91,1.2932708632112937e-93,4.6162694925057265e-96
Ag120_m1,173939614.5753224,0.0681100405598997,2.6670046592878577e-11,1.04432676800532e-20,4.089300686349955e-30,1.601259358248781e-39,6.2700978212191935e-49,2.4552004324055034e-58,9.613899711236179e-68,3.76454265964554e-77,1.4740929135892637e-86,5.772148476858236e-96,2.260216959986036e-105,8.850397259685712e-115,3.4655757850226997e-124,1.3570255853308685e-133,5.313744536192632e-143,2.0807183962587267e-152,8.147529515281425e-162,3.1903518189555023e-171,1.2492553368014524e-180,4.891745440908307e-190,1.9154749836742408e-199,7.500481080635624e-209,2.936985182289409e-218,1.1500438262896809e-227,4.503260044900979e-237,1.7633546277473303e-246,6.904818980459954e-256,2.7037400420031454e-265,1.0587113486129675e-274,4.145626806826657e-284,1.6233151409962408e-293,6.356462290933436e-303,2.48901841889e-312,9.73e-322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ag121,2544172382.4826922,355362.3072480651,49.12611754691257,0.0067913095201658944,9.388465301507328e-07,1.297883426692264e-10,1.7942244394427323e-14,2.480377877463174e-18,3.428932456699536e-22,4.74023651776506e-26,6.55301395641412e-30,9.05903993440493e-34,1.2523428925832881e-37,1.7312681387433384e-41,2.393345613233068e-45,3.3086170167376732e-49,4.573909636334693e-53,6.323079780924088e-57,8.741173546220326e-61,1.2084002987856556e-64,1.6705208681466604e-68,2.309367163942148e-72,3.1925232420538564e-76,4.413418883836434e-80,6.101213606724764e-84,8.43446055193499e-88,1.1659995762767071e-91,1.611905116522905e-95,2.228335376389642e-99,3.080503001554315e-103,4.258559480377708e-107,5.887132341297644e-111,8.138509597822665e-115,1.1250866234009617e-118,1.55534609247672e-122,2.1501468571993473e-126,2.9724133618147934e-130,4.10913383144599e-134,5.68056282536187e-138,7.852943062097336e-142,1.0856092368385035e-145,1.500771628916298e-149,2.0747018408937305e-153,2.8681164047031058e-157
Ag122,222654448.87861907,457.1912452152141,0.0009322873325318309,1.9010855511644535e-09,3.876622739291435e-15,7.905064479389864e-21,1.6119712601885344e-26,3.287071662031993e-32,6.702873914805429e-38,1.3668250448183187e-43,2.7871786443961927e-49,5.6835107208697615e-55,1.1589603048655448e-60,2.3633086207119607e-66,4.819170780296434e-72,9.82707328451518e-78,2.003900126014868e-83,4.086278385010043e-89,8.332586451305201e-95,1.699149945906206e-100,3.4648431859003724e-106,7.065378974824706e-112,1.4407457243962675e-117,2.9379149367109863e-123,5.990886545206585e-129,1.2216392363530158e-134,2.4911211596742336e-140,5.079801341926979e-146,1.0358541403428823e-151,2.1122751222756657e-157,4.307272634646991e-163,8.78322968136421e-169,1.791043432334757e-174,3.6522289555010525e-180,7.447489046098812e-186,1.5186641847362616e-191,3.0968033544255793e-197,6.314885879558032e-203,1.287707971991597e-208,2.6258460608107856e-214,5.354527334649846e-220,1.0918752399620718e-225,2.226511258850814e-231,4.540218702973464e-237
Ag122_m1,82993952.03012915,7.371343715878886e-08,6.547068412635822e-23,5.814964876403552e-38,5.164726314535895e-53,4.587198456228186e-68,4.074250675703642e-83,3.6186615266086646e-98,3.214017076132958e-113,2.8546206075690166e-128,2.5354124200740846e-143,2.251898596549491e-158,2.0000877368082745e-173,1.776434765339989e-188,1.5777910225800477e-203,1.4013599370522065e-218,1.2446576543221071e-233,1.1054780684834852e-248,9.818617638788179e-264,8.72068429805875e-279,7.745523598553603e-294,6.87940690951343e-309,5e-324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ag123,102647809.1474135,0.009543585852120567,8.81844010218748e-13,8.14814309161138e-23,7.528794769360943e-33,6.956523713295856e-43,6.42775154004793e-53,5.939171857004018e-63,5.4877295936621656e-73,5.070601898418026e-83,4.685180487379404e-93,4.3290553348645223e-103,3.9999996036014724e-113,3.695955720397982e-123,3.415022510213119e-133,3.1554433081807846e-143,2.915594975249966e-153,2.6939777487568857e-163,2.4892058644651102e-173,2.2999988914335544e-183,2.1251737255296474e-193,1.9636371915234207e-203,1.8143792075036165e-213,1.676466468873248e-223,1.5490366124308302e-233,1.431292824045503e-243,1.322498856208041e-253,1.22197442430269e-263,1.1290909528128877e-273,1.0432676448620402e-283,9.639678505123565e-294,8.90695711112841e-304,8.229930587e-314,1e-323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ag124,118019147.32541738,3.7176571520578495e-10,2.689267792152622e-27,4.2764592576247296e-35,1.2044700629558426e-42,3.392404896867301e-50,9.55475053987386e-58,2.6911073605489736e-65,7.579537315786875e-73,2.1347861019445266e-80,6.012651579092311e-88,1.6934707874775507e-95,4.769681512915427e-103,1.3433867240505187e-110,3.783665398765976e-118,1.0656740604562146e-125,3.0014842314006593e-133,8.453717628718583e-141,2.3810000731790464e-148,6.70611628808089e-156,1.8887859843371806e-163,5.3197891915016195e-171,1.4983252351879683e-178,4.2200516403684645e-186,1.1885827875776513e-193,3.347658188378262e-201,9.428720879473334e-209,2.6556109501156558e-216,7.479561234787659e-224,2.10662771451902e-231,5.933343131063511e-239,1.6711334645559997e-246,4.706768165383973e-254,1.325667101553613e-261,3.733757861851671e-269,1.0516175406782808e-276,2.961893868805386e-284,8.342210880591218e-292,2.349594059030991e-299,6.617660859038944e-307,1.863872403e-314,5.24e-322,0.0,0.0
Ag125,342.36232703047136,2.5182778453438417e-16,1.5575767603511444e-26,4.386934245199556e-34,1.2355854805662693e-41,3.480041857150601e-49,9.801581127329084e-57,2.76062750217249e-64,7.775341658400219e-72,2.1899346383124027e-79,6.167978116947744e-87,1.7372186998450107e-94,4.892898051630294e-102,1.378090815265999e-109,3.8814099028442315e-117,1.0932039214693808e-124,3.079022426980177e-132,8.672104919916744e-140,2.4425091250732974e-147,6.879357296940544e-155,1.9375795297202399e-162,5.457216818292768e-170,1.5370318970162452e-177,4.329069434306317e-185,1.2192877846859105e-192,3.4341391942180674e-200,9.67229570687668e-208,2.724214102875544e-215,7.672782866873758e-223,2.1610488272580927e-230,6.08662087123078e-238,1.714304330509125e-245,4.828359445703533e-253,1.3599134367228061e-260,3.8302130903383145e-268,1.0787842756192509e-275,3.0384093152910167e-283,8.557717586259633e-291,2.4102917904318995e-298,6.788616773649104e-306,1.9120223486e-313,5.385e-321,0.0,0.0
Ag126,63.14623735930537,4.641977415383737e-27,3.412389277024337e-55,2.5085000498624852e-83,1.8440371215933918e-111,1.3555801627354326e-139,9.96507909783289e-168,7.325483520331413e-196,5.385076052062372e-224,3.9586525593854234e-252,2.910066623836649e-280,2.139234910901792e-308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ag127,21.397080582552224,5.163256820442249e-27,1.2459279615735147e-54,3.006506434630093e-82,7.254898533665162e-110,1.7506549171996984e-137,4.224445903542027e-165,1.0193866887541087e-192,2.4598473857548497e-220,5.93577415514454e-248,1.4323414950423728e-275,3.456334598987555e-303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
